"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2010","Total","Both Sexes","Port St. Lucie (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","164603","1,2"
"United States of America","2010","Total","Both Sexes","Portland (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","583776","1,2"
"United States of America","2010","Total","Both Sexes","Providence (RI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","178042","1,2"
"United States of America","2010","Total","Both Sexes","Provo (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","112488","1,2"
"United States of America","2010","Total","Both Sexes","Pueblo (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","106595","1,2"
"United States of America","2010","Total","Both Sexes","Raleigh (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","403892","1,2"
"United States of America","2010","Total","Both Sexes","Rancho Cucamonga (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","165269","1,2"
"United States of America","2010","Total","Both Sexes","Reno (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","225221","1,2"
"United States of America","2010","Total","Both Sexes","Richmond (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","103701","1,2"
"United States of America","2010","Total","Both Sexes","Richmond (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","204214","1,2"
"United States of America","2010","Total","Both Sexes","Riverside (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","303871","1,2"
"United States of America","2010","Total","Both Sexes","Rochester (MN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","106769","1,2"
"United States of America","2010","Total","Both Sexes","Rochester (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","210565","1,2"
"United States of America","2010","Total","Both Sexes","Rockford (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","152871","1,2"
"United States of America","2010","Total","Both Sexes","Roseville (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","118788","1,2"
"United States of America","2010","Total","Both Sexes","Sacramento (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","466488","1,2"
"United States of America","2010","Total","Both Sexes","Salem (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","154637","1,2"
"United States of America","2010","Total","Both Sexes","Salinas (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","150441","1,2"
"United States of America","2010","Total","Both Sexes","Salt Lake City (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","186440","1,2"
"United States of America","2010","Total","Both Sexes","San Antonio (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","1327407","1,2"
"United States of America","2010","Total","Both Sexes","San Bernardino (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","209924","1,2"
"United States of America","2010","Total","Both Sexes","San Buenaventura (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","106433","1,2"
"United States of America","2010","Total","Both Sexes","San Diego (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","1307402","1,2"
"United States of America","2010","Total","Both Sexes","San Francisco (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","805235","1,2"
"United States of America","2010","Total","Both Sexes","San Jose (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","945942","1,2"
"United States of America","2010","Total","Both Sexes","Santa Ana (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","324528","1,2"
"United States of America","2010","Total","Both Sexes","Santa Clara (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","116468","1,2"
"United States of America","2010","Total","Both Sexes","Santa Clarita (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","176320","1,2"
"United States of America","2010","Total","Both Sexes","Santa Rosa (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","167815","1,2"
"United States of America","2010","Total","Both Sexes","Savannah (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","136286","1,2"
"United States of America","2010","Total","Both Sexes","Scottsdale (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","217385","1,2"
"United States of America","2010","Total","Both Sexes","Seattle (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","608660","1,2"
"United States of America","2010","Total","Both Sexes","Shreveport (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","199311","1,2"
"United States of America","2010","Total","Both Sexes","Simi Valley (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","124237","1,2"
"United States of America","2010","Total","Both Sexes","Sioux Falls (SD)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","153888","1,2"
"United States of America","2010","Total","Both Sexes","South Bend (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","101168","1,2"
"United States of America","2010","Total","Both Sexes","Spokane (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","208916","1,2"
"United States of America","2010","Total","Both Sexes","Spring Valley (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","178395","1,2,6"
"United States of America","2010","Total","Both Sexes","Springfield (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","116250","1,2"
"United States of America","2010","Total","Both Sexes","Springfield (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","153060","1,2"
"United States of America","2010","Total","Both Sexes","Springfield (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","159498","1,2"
"United States of America","2010","Total","Both Sexes","St. Louis (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","319294","1,2"
"United States of America","2010","Total","Both Sexes","St. Paul (MN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","285068","1,2"
"United States of America","2010","Total","Both Sexes","St. Petersburg (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","244769","1,2"
"United States of America","2010","Total","Both Sexes","Stamford (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","122643","1,2"
"United States of America","2010","Total","Both Sexes","Sterling Heights (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","129699","1,2"
"United States of America","2010","Total","Both Sexes","Stockton (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","291707","1,2"
"United States of America","2010","Total","Both Sexes","Sunnyvale (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","140081","1,2"
"United States of America","2010","Total","Both Sexes","Sunrise Manor (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","189372","1,2,6"
"United States of America","2010","Total","Both Sexes","Surprise (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","117517","1,2"
"United States of America","2010","Total","Both Sexes","Syracuse (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","145170","1,2"
"United States of America","2010","Total","Both Sexes","Tacoma (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","198397","1,2"
"United States of America","2010","Total","Both Sexes","Tallahassee (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","181376","1,2"
"United States of America","2010","Total","Both Sexes","Tampa (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","335709","1,2"
"United States of America","2010","Total","Both Sexes","Temecula (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","100097","1,2"
"United States of America","2010","Total","Both Sexes","Tempe (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","161719","1,2"
"United States of America","2010","Total","Both Sexes","Thornton (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","118772","1,2"
