time,city,state,shape,duration,summary,posted,lat,lon
09/12/2008 20:45,Rescue,CA,Triangle,3-7 min.,"Triangular Craft Hovers and Possibly Lands in Rescue, CA",10/31/2008,38.7148404,-120.9528258
09/12/2008 20:30,San Jose,CA,Fireball,7 seconds,"Facing north, at about 2 o'clock high, I saw a bright ball of light (an electromagnetic spacecraft) make an abrupt turn from NW to NE a",10/31/2008,37.3393857,-121.8949555
09/12/2008 20:25,Dublin,CA,Disk,5 min,We saw these white lights moving in a circular motion and couldn't believe our eyes.,10/31/2008,53.3498053,-6.2603097
09/12/2008 16:40,Stockton,CA,Sphere,5 minutes,Spherical black UFO over Stockton,10/31/2008,37.9577016,-121.2907796
09/10/2008 09:50,Woodland Hills,CA,Cigar,5 seconds,Daylight Cigar / Cylinder Shape Flying Object,10/31/2008,34.165357,-118.6089752
09/07/2008 10:30,San Jose,CA,Egg,5 min,White egg object Hovered then speed off with great speed,10/31/2008,37.3393857,-121.8949555
09/06/2008 23:30,Paso Robles,CA,Cigar,12 seconds,fireball followed by unusual aircraft,10/31/2008,35.626944,-120.677778
09/06/2008 22:25,Beverly Hills/ Los Angeles,CA,Circle,9-10 Min,UFO  over Beverly Hills/ West Los Angeles,10/31/2008,34.0736204,-118.4003563
09/06/2008 20:30,Ridgecrest (near),CA,Unknown,15 seconds,From Dim To Bright To Dim,03/19/2009,35.6224561,-117.6708966
09/06/2008 20:30,Ridgecrest,CA,Light,15 seconds,Light went from dim to very bright and then to disappearing into the nights sky.,10/31/2008,35.6224561,-117.6708966
09/06/2008 01:57,Manteca,CA,Unknown,10 min,big blob of blinking rainbow lights,10/31/2008,37.7974273,-121.2160526
09/05/2008 23:10,San Diego,CA,Circle,3 minutes,Two fireballs in the night sky in San Diego,10/31/2008,32.715738,-117.1610838
09/05/2008 23:10,Murrieta,CA,Light,10 mins,"extremely rapiding blinking red light meets with other,  then both go back from original spotted location.",10/31/2008,33.5539143,-117.2139232
09/05/2008 21:00,Laguna Woods,CA,Circle,30 Mins,"Circular Ring having blinking colored lights, hovering, doing roller-coaster type dips, turns, climbs.  (( Model airplane.))",10/31/2008,33.6103009,-117.7253305
09/04/2008 21:15,Modesto,CA,Triangle,90 seconds,Low level Triangular shaped aircraft with many red and white flashing lights,10/31/2008,37.6390972,-120.9968782
09/03/2008 21:00,Martinez,CA,Light,4min,Light travels across sky then takes off like a shot,10/31/2008,38.0193657,-122.1341321
09/02/2008 22:55,Gilroy,CA,Sphere,.30,"Bright  light south east of Gilroy CA. ,",10/31/2008,37.0057816,-121.5682751
09/01/2008 23:07,San Bernardino/Devore,CA,Unknown,5 seconds,At around 11:05 p.m I was looking in northern direction of sky when I saw what appeared to be a fallen star. shoot downward. it apeared,10/31/2008,34.235,-117.408056
09/01/2008 22:10,Gardena,CA,Chevron,10 mins,Cheveron shaped object seen above the skies of SouthBay area near LAX.,10/31/2008,33.8883487,-118.3089624
08/31/2008 02:30,Petaluma,CA,Sphere,30 minutes,Small white point of light seen jumping around randomly and disappearing then reappearing,10/31/2008,38.232417,-122.6366524
08/29/2008 22:15,Cupertino,CA,Sphere,1-2 seconds,Bright spherical object streaking west to east in skys over San Jose,10/31/2008,37.3229978,-122.0321823
08/28/2008 18:00,Santa Maria,CA,Sphere,1 min,"OBSERVED A SLOW MOVING OBJECT OVER SANTA MARIA, CA. THEN IT SUDDENLY VANISHED.  ((Satellite??))",10/31/2008,34.9530337,-120.4357191
08/28/2008 12:00,Beverly Hills,CA,Flash,a quick ten seconds,"I was at a birthday bash of my friend, in the beverly hills area and there in the sky suddently were two flashing lights from the sky.",10/31/2008,34.0736204,-118.4003563
08/26/2008 01:00,La Palma,CA,Sphere,5 mins,"2 purpish balls of light,ping ponging in the darkness,one shot a beam of white light in my eye,i was in my room",10/31/2008,39.5751584,2.6536742
08/24/2008 19:00,Bakersfield,CA,Changing,7 minutes,orange light in sky in western sky,10/31/2008,35.3732921,-119.0187125
08/24/2008 18:00,Gardena,CA,Cigar,3 minutes,White/Silver cigar shaped craft dissappears behind powerlines,10/31/2008,33.8883487,-118.3089624
08/23/2008 22:45,Thousand Oaks,CA,Oval,30 secs,"Bright blue flare enters atmosphere, quickly shifts horizontal, gains altitude for 7 secs, blinks blue 24 times while descending fully",10/31/2008,34.1705609,-118.8375937
08/23/2008 22:15,Palmdale,CA,Cylinder,2min,"It appeared over head, as if materializing, I saw no heat trail from entering the atmosphere, just a spot of light.",10/31/2008,34.5794343,-118.1164613
08/22/2008 22:34,Redondo Beach,CA,Disk,1 minute,Circular aircraft with white/blue lights around edges and 2 red lights on opposing sides,10/31/2008,33.8491816,-118.3884078
08/22/2008 21:39,Long Beach,CA,Triangle,5 minutes,Perfect pulsating triangle over the freeway near the airport.,10/31/2008,33.7700504,-118.1937395
08/21/2008 20:00,San Francisco,CA,Disk,1/2 hour,Metallic saucer-like object seen over San Francisco Beach,10/31/2008,37.7749295,-122.4194155
08/21/2008 01:00,Modesto,CA,Unknown,30 minutes,This bright colorful light was spinning it seemed like far away in the north east sky.   ((NUFORC Note:  Probable star.  PD)),10/31/2008,37.6390972,-120.9968782
08/19/2008 23:25,Trabuco Canyon,CA,Oval,20 minutes,two orbs moving in the sky changing direction so quickly and in a fashion of no aircraft I know of can do,10/31/2008,33.6626092,-117.5894923
08/17/2008 08:45,Pacoima,CA,Light,2-3 min,"My sister, some friends and I were standing in the back yard. When my sister said look what the hell is that? In the Northeast sky we s",10/31/2008,34.2767691,-118.4104684
08/17/2008 03:30,Napa,CA,Light,5 to 7 minutes,"Orange light vanishes, followed by sonic boom.",10/31/2008,38.2975381,-122.286865
08/16/2008 10:40,North Highlands,CA,Light,35 minutes,A BRIGHT LIGHT DANCING IN THE SKY FOR 35 TO 40 MINUTES ZIG-ZAGGING FAST AND SLOW,10/31/2008,38.6857362,-121.3721745
08/15/2008 14:00,San Diego (Mira Mesa),CA,Changing,11 seconds or so,"Rare craft changing form ,And shape as well as color, and altitude, Massive size no wind perfect weather  blue skies",02/14/2010,32.9184763,-117.1382404
08/14/2008 21:00,Elverta,CA,Rectangle,4 seconds,Large extremely fast moving object over Northern California on Thursday August 14th 2008.,10/31/2008,38.7218576,-121.4566876
08/14/2008 02:00,Bakersfield (40 miles north of),CA,Unknown,1 minute,I-5 UFO Sighting appox 40 miles north of Bakersfield,10/31/2008,35.3732921,-119.0187125
08/14/2008 01:30,Roseville,CA,Egg,8 Minutes,"Three crafts hovered over head, apparently examining me, then departed.",10/31/2008,38.7521235,-121.2880059
08/13/2008 21:15,Mendota,CA,Light,2-3 minutes,"three bright beams of light near highway, swooping and hovering, searching ground",10/31/2008,36.7535611,-120.3815574
08/13/2008 21:00,Norwalk,CA,Light,five (5) minutes,Red Light Making Physically Impossible Movements for An Aircraft Witnessed By Three People.,07/04/2012,41.117744,-73.4081575
08/13/2008 16:30,Brentwood,CA,Oval,15 min,I observed an object in the north-easterly skies at approximately 4:30 pm on this Saturday. The object became evident when I was observ,10/31/2008,36.0331164,-86.7827772
08/13/2008 01:00,Nipomo,CA,Oval,4 minutes,"2 witnesses see a yellow light fly across the sky from Nipomo, CA at 1 in the morning on  08/13/2008.",10/31/2008,35.0427547,-120.4759986
08/12/2008 23:59,Napa,CA,Light,1 minute,"Intense blue lights, disturbing guttural noises.",10/31/2008,38.2975381,-122.286865
08/12/2008 22:15,La Habra,CA,Sphere,4,orange light traveling fast then slow than left to right,10/31/2008,33.9319578,-117.9461734
08/11/2008 23:00,Delano,CA,Unknown,30 minutes,Possible UFO over NORTH WEST of  California Close to San JOSE  Calif.,08/12/2008,35.7688425,-119.2470536
08/10/2008 23:00,Bakersfield,CA,Rectangle,2 minutes,My cousin says whats that a bird? i look up to see a rectangular object moving across the night sky.,08/12/2008,35.3732921,-119.0187125
08/09/2008 23:00,Olema,CA,Triangle,30 seconds,"Olema, Ca. UFO sighting",08/12/2008,38.0407566,-122.7880459
08/09/2008 17:30,Los Angeles,CA,Light,5 min,Silver Objects Hovering Above Los Angeles,08/12/2008,34.0522342,-118.2436849
08/09/2008 13:00,Fremont,CA,Sphere,4 minutes,"Saw four spheres in the sky, paired up, and moving oddly.",08/12/2008,37.5482697,-121.9885719
08/08/2008 23:00,Orangevale,CA,Circle,10 seconts,Round ball of eluminating light  which was whitish blue Explodes and the pieces stayed elumanated!,10/31/2008,38.6785145,-121.2257818
08/08/2008 22:00,San Diego,CA,Other,7 min,"Two orange ""X"" objects",08/12/2008,32.715738,-117.1610838
08/08/2008 21:00,Chula Vista,CA,Circle,2 min.,"Small white dot, moved relativily slowly shows continuously at App. 9:00 PM PST",08/12/2008,32.6400541,-117.0841955
08/08/2008 21:00,Mission Beach (San Diego),CA,Light,5 mins,two orange shaped objects which moved somewhat in tandem for several minutes and then eventually disappeared.,10/31/2008,32.7706526,-117.2514447
08/08/2008 15:00,Sunnyvale,CA,Egg,60 seconds,"Reflective silver object, possibly orb or egg shaped flying near some fighter jets this afternoon in Sunnyvale, CA",08/12/2008,37.36883,-122.0363496
08/07/2008 21:30,Dublin,CA,Circle,30 seconds,"Bright Still Light, After 15-20 Seconds sped away with greenish light. too low and too fast to be a plane",01/10/2009,53.3498053,-6.2603097
08/07/2008 21:05,Chula Vista,CA,Oval,1:40,"Slow Moving, Oval shaped, very low in the sky, and a very bright white,and it vanished…  ((NUFORC Note:  ISS?  PD))",08/12/2008,32.6400541,-117.0841955
08/07/2008 09:43,Paso Robles,CA,Cigar,30 seconds,A silver shiny cigar shaped object hovering 300 ft above the ground in Paso Robles.,10/31/2008,35.626944,-120.677778
08/06/2008 21:30,Irvine,CA,Light,about 6 or 7 seconds,"A light in the night sky that wobbled, changed direction and zoomed off at an astonishing rate of speed",08/12/2008,33.6839473,-117.7946942
08/05/2008 02:00,Culver City,CA,Chevron,15 seconds,I was taking the dog out and as I got to the door I looked up and saw a very large craft with a light pattern on the bottom which I hav,08/12/2008,34.0211224,-118.3964665
08/02/2008 22:32,Riverside,CA,Flash,2-3 seconds,"Large flash, bright streak in the sky",08/12/2008,33.9533487,-117.3961564
08/02/2008 21:30,Riverside,CA,Light,1 minute approx.,"Bright flash followed by glowing, blinking object",08/12/2008,33.9533487,-117.3961564
08/02/2008 11:00,Sonora,CA,Circle,30 seconds,It was a Metallic ball in the sky that moved at very high speed's,10/31/2008,32.0621992,-114.9719221
08/02/2008 02:00,Stockton,CA,Fireball,6 seconds,"On 08/02/2008 at approximately 2AM, my passenger and I witnessed a large burning object falling SW near Cal State Univ. - Stockton",08/12/2008,37.9577016,-121.2907796
08/01/2008 23:30,Burbank,CA,Light,5 mins,Yellow/Orange Lights Over Burbank,10/31/2008,34.1808392,-118.3089661
08/01/2008 20:30,Fullerton,CA,Flash,5 seconds,BLUE FLASH,08/12/2008,33.8703596,-117.9242966
08/01/2008 16:15,San Francisco,CA,Circle,about 5 minutes,Two white lights moving together over San Francisco,08/12/2008,37.7749295,-122.4194155
08/01/2008 02:00,Granda Hills,CA,Sphere,2-3 minutes,"Bright, star like object blasts into space from the ground at a 45 degree angle no sound incredible speed 5 witnesses.",08/30/2013,34.2793576,-118.5021527
08/01/2008 00:40,La Puente,CA,Oval,3-4 SECONDS,OVAL OBJECT WITH ELECTRIC BLUE LIGHTS FLY'S OVER LA PUENTE,08/12/2008,34.0200114,-117.9495083
07/31/2008 23:45,Red Bluff,CA,Circle,1 minute,Light In The Sky,08/12/2008,40.1784886,-122.2358302
07/30/2008 18:00,Palmdale,CA,Oval,1-5min,orange oval shape sat in the sky then disapperad and re-appered when two jets approached.,10/31/2008,34.5794343,-118.1164613
07/30/2008 10:00,Roseville,CA,Cylinder,10 Minutes,Object  in the sky  that was in a stationary position  for 10 minutes before disapearing,08/12/2008,38.7521235,-121.2880059
07/29/2008 05:35,Sacramento,CA,Circle,5 or 6 seconds,"A low elevation very bright circular blue/white light moved extremely fast across the sky for 5 or 6 seconds, made no noise.",08/12/2008,38.5815719,-121.4943996
